
вШ E С мр-жр,од,имя,мн,тв nnwpt имя/мр-жр/мн/тв
вЩ E С мр-жр,од,имя,мн,пр nnwpp имя/мр-жр/мн/пр
га G С жр,но,ед,им ndfsi но/жр/ед/им
гб G С жр,но,ед,рд ndfsg но/жр/ед/рд
гв G С жр,но,ед,дт ndfsd но/жр/ед/дт
гг G С жр,но,ед,вн ndfsv но/жр/ед/вн
гд G С жр,но,ед,тв ndfst но/жр/ед/тв
ге G С жр,но,ед,пр ndfsp но/жр/ед/пр
гж G С жр,но,мн,им ndfpi но/жр/мн/им
гз G С жр,но,мн,рд ndfpg но/жр/мн/рд
ги G С жр,но,мн,дт ndfpd но/жр/мн/дт
гй G С жр,но,мн,вн ndfpv но/жр/мн/вн
гк G С жр,но,мн,тв ndfpt но/жр/мн/тв
гл G С жр,но,мн,пр ndfpp но/жр/мн/пр
гм H С жр,но,0 ndf но/жр
гн H С жр,но,ед,0 ndfs но/жр/ед
да I С жр,од,ед,им nlfsi од/жр/ед/им
дб I С жр,од,ед,рд nlfsg од/жр/ед/рд
дв I С жр,од,ед,дт nlfsd од/жр/ед/дт
дг I С жр,од,ед,вн nlfsv од/жр/ед/вн
дд I С жр,од,ед,тв nlfst од/жр/ед/тв
де I С жр,од,ед,пр nlfsp од/жр/ед/пр
дж I С жр,од,мн,им nlfpi од/жр/мн/им
дз I С жр,од,мн,рд nlfpg од/жр/мн/рд
ди I С жр,од,мн,дт nlfpd од/жр/мн/дт
дй I С жр,од,мн,вн nlfpv од/жр/мн/вн
дк I С жр,од,мн,тв nlfpt од/жр/мн/тв
дл I С жр,од,мн,пр nlfpp од/жр/мн/пр
дм J С жр,од,0 nlf од/жр
дн J С жр,од,ед,0 nlfst од/жр/ед
до I С жр,од,имя,ед,им nnfsi имя/жр/ед/им
дп I С жр,од,имя,ед,рд nnfsg имя/жр/ед/рд
др I С жр,од,имя,ед,дт nnfsd имя/жр/ед/дт
дс I С жр,од,имя,ед,вн nnfsv имя/жр/ед/вн
дт I С жр,од,имя,ед,тв nnfst имя/жр/ед/тв
ду I С жр,од,имя,ед,пр nnfsp имя/жр/ед/пр
дф I С жр,од,имя,мн,им nnfpi имя/жр/мн/им
дх I С жр,од,имя,мн,рд nnfpg имя/жр/мн/рд
дц I С жр,од,имя,мн,дт nnfpd имя/жр/мн/дт
дч I С жр,од,имя,мн,вн nnfpv имя/жр/мн/вн
дш I С жр,од,имя,мн,тв nnfpt имя/жр/мн/тв
дщ I С жр,од,имя,мн,пр nnfpp имя/жр/мн/пр
дА I С жр,од,фам,ед,им nffsi фам/жр/ед/им
дБ I С жр,од,фам,ед,рд nffsg фам/жр/ед/рд
дВ I С жр,од,фам,ед,дт nffsd фам/жр/ед/дт
дГ I С жр,од,фам,ед,вн nffsv фам/жр/ед/вн
дД I С жр,од,фам,ед,тв nffst фам/жр/ед/тв
дЕ I С жр,од,фам,ед,пр nffsp фам/жр/ед/пр
дЖ I С жр,од,фам,мн,им nffpi фам/жр/мн/им
дЗ I С жр,од,фам,мн,рд nffpg фам/жр/мн/рд
дИ I С жр,од,фам,мн,дт nffpd фам/жр/мн/дт
дЙ I С жр,од,фам,мн,вн nffpv фам/жр/мн/вн
дК I С жр,од,фам,мн,тв nffpt фам/жр/мн/тв
дЛ I С жр,од,фам,мн,пр nffpp фам/жр/мн/пр
дМ I С жр,од,фам,0 nff фам/жр
дН I С жр,од,имя,0 nnf имя/жр
еа K С ср,но,ед,им ndnsi но/ср/ед/им
еб K С ср,но,ед,рд ndnsg но/ср/ед/рд
ев K С ср,но,ед,дт ndnsd но/ср/ед/дт
ег K С ср,но,ед,вн ndnsv но/ср/ед/вн
ед K С ср,но,ед,тв ndnst но/ср/ед/тв
ее K С ср,но,ед,пр ndnsp но/ср/ед/пр
еж K С ср,но,мн,им ndnpi но/ср/мн/им
ез K С ср,но,мн,рд ndnpg но/ср/мн/рд
еи K С ср,но,мн,дт ndnpd но/ср/мн/дт
ей K С ср,но,мн,вн ndnpv но/ср/мн/вн
ек K С ср,но,мн,тв ndnpt но/ср/мн/тв
ел K С ср,но,мн,пр ndnpp но/ср/мн/пр
ем L С ср,но,0 ndn но/ср
ен L С ср,но,ед,0 ndns но/ср/ед
жа M С ср,од,ед,им nlnsi од/ср/ед/им
жб M С ср,од,ед,рд nlnsg од/ср/ед/рд
жв M С ср,од,ед,дт nlnsd од/ср/ед/дт
жг M С ср,од,ед,вн nlnsv од/ср/ед/вн
жд M С ср,од,ед,тв nlnst од/ср/ед/тв
же M С ср,од,ед,пр nlnsp од/ср/ед/пр
жж M С ср,од,мн,им nlnpi од/ср/мн/им
жз M С ср,од,мн,рд nlnpg од/ср/мн/рд
жи M С ср,од,мн,дт nlnpd од/ср/мн/дт
жй M С ср,од,мн,вн nlnpv од/ср/мн/вн
жк M С ср,од,мн,тв nlnpt од/ср/мн/тв
жл M С ср,од,мн,пр nlnpp од/ср/мн/пр
жм N С ср,од,0 nln од/ср
жн N С ср,од,ед,0 nlns од/ср/ед
иж Q С мн,мн,им npi мн/им
из Q С мн,мн,рд npg мн/рд
ии Q С мн,мн,дт npd мн/дт
ий Q С мн,мн,вн npv мн/вн
ик Q С мн,мн,тв npt мн/тв
ил Q С мн,мн,пр npp мн/пр
им R С мн,0 np мн
йа Y П мр,ед,им ami мр/им
йб Y П мр,ед,рд amg мр/рд
йв Y П мр,ед,дт amd мр/дт
йг Y П мр,ед,вн amv мр/вн
йд Y П мр,ед,тв amt мр/тв
йе Y П мр,ед,пр amp мр/пр
йж Y П жр,ед,им afi жр/им
йз Y П жр,ед,рд afg жр/рд
йи Y П жр,ед,дт afd жр/дт
йй Y П жр,ед,вн afv жр/вн
йк Y П жр,ед,тв aft жр/тв
йл Y П жр,ед,пр afp жр/пр
йм Y П ср,ед,им ani ср/им
йн Y П ср,ед,рд ang ср/рд
йо Y П ср,ед,дт and ср/дт
йп Y П ср,ед,вн anv ср/вн
йр Y П ср,ед,тв ant ср/тв
йс Y П ср,ед,пр anp ср/пр
йт Y П мн,им api мн/им
йу Y П мн,рд apg мн/рд
йф Y П мн,дт apd мн/дт
йх Y П мн,вн apv мн/вн
йц Y П мн,тв apt мн/тв
йч Y П мн,пр app мн/пр
йш Y П мр,ед,кр ams мр/кр
йщ Y П жр,ед,кр afs жр/кр
йы Y П ср,ед,кр ans ср/кр
йэ Y П мн,кр aps мн/кр
йю Y П сравн as сравн
йя Z П 0 a .
ка a Г нс,нп,дст,инф vnndi нс/нп/дст/инф
кб a Г нс,нп,дст,нст,1л,ед vnndn1s нс/нп/дст/нст/1л/ед
кв a Г нс,нп,дст,нст,1л,мн vnndn1p нс/нп/дст/нст/1л/мн
кг a Г нс,нп,дст,нст,2л,ед vnndn2s нс/нп/дст/нст/2л/ед
кд a Г нс,нп,дст,нст,2л,мн vnndn2p нс/нп/дст/нст/2л/мн
ке a Г нс,нп,дст,нст,3л,ед vnndn3s нс/нп/дст/нст/3л/ед
кж a Г нс,нп,дст,нст,3л,мн vnndn3p нс/нп/дст/нст/3л/мн
кз a Г нс,нп,дст,прш,мр,ед vnndpm нс/нп/дст/прш/мр
ки a Г нс,нп,дст,прш,жр,ед vnndpf нс/нп/дст/прш/жр
кй a Г нс,нп,дст,прш,ср,ед vnndpn нс/нп/дст/прш/ср
кк a Г нс,нп,дст,прш,мн vnndpp нс/нп/дст/прш/мн
кл a Г нс,нп,дст,пвл,2л,ед vnndv2s нс/нп/дст/пвл/2л/ед
км a Г нс,нп,дст,пвл,2л,мн vnndv2p нс/нп/дст/пвл/2л/мн
кн a Г нс,нп,дст,дпр,нст vnnddn нс/нп/дст/дпр/нст
ко a Г нс,нп,дст,дпр,прш vnnddp нс/нп/дст/дпр/прш
кп a Г нс,нп,дст,буд,1л,ед vnndf1s нс/нп/дст/буд/1л/ед
кр a Г нс,нп,дст,буд,1л,мн vnndf1p нс/нп/дст/буд/1л/мн
кс a Г нс,нп,дст,буд,2л,ед vnndf2s нс/нп/дст/буд/2л/ед
кт a Г нс,нп,дст,буд,2л,мн vnndf2p нс/нп/дст/буд/2л/мн
ку a Г нс,нп,дст,буд,3л,ед vnndf3s нс/нп/дст/буд/3л/ед
кф a Г нс,нп,дст,буд,3л,мн vnndf3p нс/нп/дст/буд/3л/мн
къ a Г нс,нп,дст,пвл,1л,ед vnndv1s нс/нп/дст/пвл/1л/ед
кь a Г нс,нп,дст,пвл,1л,мн vnndv1p нс/нп/дст/пвл/1л/мн
ла a Г нс,нп,прч,нст,дст,ед,мр,им vnndnpmi нс/нп/дст/прч/нст/мр/им
лб a Г нс,нп,прч,нст,дст,ед,мр,рд vnndnpmg нс/нп/дст/прч/нст/мр/рд
лв a Г нс,нп,прч,нст,дст,ед,мр,дт vnndnpmd нс/нп/дст/прч/нст/мр/дт
лг a Г нс,нп,прч,нст,дст,ед,мр,вн vnndnpmv нс/нп/дст/прч/нст/мр/вн
лд a Г нс,нп,прч,нст,дст,ед,мр,тв vnndnpmt нс/нп/дст/прч/нст/мр/тв
ле a Г нс,нп,прч,нст,дст,ед,мр,пр vnndnpmp нс/нп/дст/прч/нст/мр/пр
лз a Г нс,нп,прч,нст,дст,ед,жр,им vnndnpfi нс/нп/дст/прч/нст/жр/им
ли a Г нс,нп,прч,нст,дст,ед,жр,рд vnndnpfg нс/нп/дст/прч/нст/жр/рд
лй a Г нс,нп,прч,нст,дст,ед,жр,дт vnndnpfd нс/нп/дст/прч/нст/жр/дт
лк a Г нс,нп,прч,нст,дст,ед,жр,вн vnndnpfv нс/нп/дст/прч/нст/жр/вн
лл a Г нс,нп,прч,нст,дст,ед,жр,тв vnndnpft нс/нп/дст/прч/нст/жр/тв
лм a Г нс,нп,прч,нст,дст,ед,жр,пр vnndnpfp нс/нп/дст/прч/нст/жр/пр
ло a Г нс,нп,прч,нст,дст,ед,ср,им vnndnpni нс/нп/дст/прч/нст/ср/им
лп a Г нс,нп,прч,нст,дст,ед,ср,рд vnndnpng нс/нп/дст/прч/нст/ср/рд
лр a Г нс,нп,прч,нст,дст,ед,ср,дт vnndnpnd нс/нп/дст/прч/нст/ср/дт
лс a Г нс,нп,прч,нст,дст,ед,ср,вн vnndnpnv нс/нп/дст/прч/нст/ср/вн
лт a Г нс,нп,прч,нст,дст,ед,ср,тв vnndnpnt нс/нп/дст/прч/нст/ср/тв
лу a Г нс,нп,прч,нст,дст,ед,ср,пр vnndnpnp нс/нп/дст/прч/нст/ср/пр
лх a Г нс,нп,прч,нст,дст,мн,им vnndnppi нс/нп/дст/прч/нст/мн/им
лц a Г нс,нп,прч,нст,дст,мн,рд vnndnppg нс/нп/дст/прч/нст/мн/рд
лч a Г нс,нп,прч,нст,дст,мн,дт vnndnppd нс/нп/дст/прч/нст/мн/дт
лш a Г нс,нп,прч,нст,дст,мн,вн vnndnppv нс/нп/дст/прч/нст/мн/вн
лщ a Г нс,нп,прч,нст,дст,мн,тв vnndnppt нс/нп/дст/прч/нст/мн/тв
лы a Г нс,нп,прч,нст,дст,мн,пр vnndnppp нс/нп/дст/прч/нст/мн/пр
ма a Г нс,нп,прч,прш,дст,ед,мр,им vnndppmi нс/нп/дст/прч/прш/мр/им
мб a Г нс,нп,прч,прш,дст,ед,мр,рд vnndppmg нс/нп/дст/прч/прш/мр/рд
мв a Г нс,нп,прч,прш,дст,ед,мр,дт vnndppmd нс/нп/дст/прч/прш/мр/дт
мг a Г нс,нп,прч,прш,дст,ед,мр,вн vnndppmv нс/нп/дст/прч/прш/мр/вн
мд a Г нс,нп,прч,прш,дст,ед,мр,тв vnndppmt нс/нп/дст/прч/прш/мр/тв
ме a Г нс,нп,прч,прш,дст,ед,мр,пр vnndppmp нс/нп/дст/прч/прш/мр/пр
мз a Г нс,нп,прч,прш,дст,ед,жр,им vnndppfi нс/нп/дст/прч/прш/жр/им
ми a Г нс,нп,прч,прш,дст,ед,жр,рд vnndppfg нс/нп/дст/прч/прш/жр/рд
мй a Г нс,нп,прч,прш,дст,ед,жр,дт vnndppfd нс/нп/дст/прч/прш/жр/дт
мк a Г нс,нп,прч,прш,дст,ед,жр,вн vnndppfv нс/нп/дст/прч/прш/жр/вн
мл a Г нс,нп,прч,прш,дст,ед,жр,тв vnndppft нс/нп/дст/прч/прш/жр/тв
мм a Г нс,нп,прч,прш,дст,ед,жр,пр vnndppfp нс/нп/дст/прч/прш/жр/пр
мо a Г нс,нп,прч,прш,дст,ед,ср,им vnndppni нс/нп/дст/прч/прш/ср/им
мп a Г нс,нп,прч,прш,дст,ед,ср,рд vnndppng нс/нп/дст/прч/прш/ср/рд
мр a Г нс,нп,прч,прш,дст,ед,ср,дт vnndppnd нс/нп/дст/прч/прш/ср/дт
мс a Г нс,нп,прч,прш,дст,ед,ср,вн vnndppnv нс/нп/дст/прч/прш/ср/вн
мт a Г нс,нп,прч,прш,дст,ед,ср,тв vnndppnt нс/нп/дст/прч/прш/ср/тв
му a Г нс,нп,прч,прш,дст,ед,ср,пр vnndppnp нс/нп/дст/прч/прш/ср/пр
мх a Г нс,нп,прч,прш,дст,мн,им vnndpppi нс/нп/дст/прч/прш/мн/им
мц a Г нс,нп,прч,прш,дст,мн,рд vnndpppg нс/нп/дст/прч/прш/мн/рд
мч a Г нс,нп,прч,прш,дст,мн,дт vnndpppd нс/нп/дст/прч/прш/мн/дт
мш a Г нс,нп,прч,прш,дст,мн,вн vnndpppv нс/нп/дст/прч/прш/мн/вн
мщ a Г нс,нп,прч,прш,дст,мн,тв vnndpppt нс/нп/дст/прч/прш/мн/тв
мы a Г нс,нп,прч,прш,дст,мн,пр vnndpppp нс/нп/дст/прч/прш/мн/пр
на b Г нс,пе,дст,инф vnpdi нс/пе/дст/инф
нб b Г нс,пе,дст,нст,1л,ед vnpdn1s нс/пе/дст/нст/1л/ед
нв b Г нс,пе,дст,нст,1л,мн vnpdn1p нс/пе/дст/нст/1л/мн
нг b Г нс,пе,дст,нст,2л,ед vnpdn2s нс/пе/дст/нст/2л/ед
нд b Г нс,пе,дст,нст,2л,мн vnpdn2p нс/пе/дст/нст/2л/мн
не b Г нс,пе,дст,нст,3л,ед vnpdn3s нс/пе/дст/нст/3л/ед
нж b Г нс,пе,дст,нст,3л,мн vnpdn3p нс/пе/дст/нст/3л/мн
нз b Г нс,пе,дст,прш,мр,ед vnpdpm нс/пе/дст/прш/мр
ни b Г нс,пе,дст,прш,жр,ед vnpdpf нс/пе/дст/прш/жр
нй b Г нс,пе,дст,прш,ср,ед vnpdpn нс/пе/дст/прш/ср
нк b Г нс,пе,дст,прш,мн vnpdpp нс/пе/дст/прш/мн
нл b Г нс,пе,дст,пвл,2л,ед vnpdv2s нс/пе/дст/пвл/2л/ед
нм b Г нс,пе,дст,пвл,2л,мн vnpdv2p нс/пе/дст/пвл/2л/мн
нн b Г нс,пе,дст,дпр,нст vnpddn нс/пе/дст/дпр/нст
но b Г нс,пе,дст,дпр,прш vnpddp нс/пе/дст/дпр/прш

// "не будем же забывать наших предков!"
нп a Г нс,пе,дст,пвл,1л,мн vnpdv1p нс/пе/дст/пвл/1л/мн


оа b Г нс,пе,прч,нст,дст,ед,мр,им vnpdpnmi нс/пе/дст/прч/нст/мр/им
об b Г нс,пе,прч,нст,дст,ед,мр,рд vnpdpnmg нс/пе/дст/прч/нст/мр/рд
ов b Г нс,пе,прч,нст,дст,ед,мр,дт vnpdpnmd нс/пе/дст/прч/нст/мр/дт
ог b Г нс,пе,прч,нст,дст,ед,мр,вн vnpdpnmv нс/пе/дст/прч/нст/мр/вн
од b Г нс,пе,прч,нст,дст,ед,мр,тв vnpdpnmt нс/пе/дст/прч/нст/мр/тв
ое b Г нс,пе,прч,нст,дст,ед,мр,пр vnpdpnmp нс/пе/дст/прч/нст/мр/пр
оз b Г нс,пе,прч,нст,дст,ед,жр,им vnpdpnfi нс/пе/дст/прч/нст/жр/им
ои b Г нс,пе,прч,нст,дст,ед,жр,рд vnpdpnfg нс/пе/дст/прч/нст/жр/рд
ой b Г нс,пе,прч,нст,дст,ед,жр,дт vnpdpnfd нс/пе/дст/прч/нст/жр/дт
ок b Г нс,пе,прч,нст,дст,ед,жр,вн vnpdpnfv нс/пе/дст/прч/нст/жр/вн
ол b Г нс,пе,прч,нст,дст,ед,жр,тв vnpdpnft нс/пе/дст/прч/нст/жр/тв
ом b Г нс,пе,прч,нст,дст,ед,жр,пр vnpdpnfp нс/пе/дст/прч/нст/жр/пр
оо b Г нс,пе,прч,нст,дст,ед,ср,им vnpdpnni нс/пе/дст/прч/нст/ср/им
оп b Г нс,пе,прч,нст,дст,ед,ср,рд vnpdpnng нс/пе/дст/прч/нст/ср/рд
ор b Г нс,пе,прч,нст,дст,ед,ср,дт vnpdpnnd нс/пе/дст/прч/нст/ср/дт
ос b Г нс,пе,прч,нст,дст,ед,ср,вн vnpdpnnv нс/пе/дст/прч/нст/ср/вн
от b Г нс,пе,прч,нст,дст,ед,ср,тв vnpdpnnt нс/пе/дст/прч/нст/ср/тв
оу b Г нс,пе,прч,нст,дст,ед,ср,пр vnpdpnnp нс/пе/дст/прч/нст/ср/пр
ох b Г нс,пе,прч,нст,дст,мн,им vnpdpnpi нс/пе/дст/прч/нст/мн/им
оц b Г нс,пе,прч,нст,дст,мн,рд vnpdpnpg нс/пе/дст/прч/нст/мн/рд
оч b Г нс,пе,прч,нст,дст,мн,дт vnpdpnpd нс/пе/дст/прч/нст/мн/дт
ош b Г нс,пе,прч,нст,дст,мн,вн vnpdpnpv нс/пе/дст/прч/нст/мн/вн
ощ b Г нс,пе,прч,нст,дст,мн,тв vnpdpnpt нс/пе/дст/прч/нст/мн/тв
оы b Г нс,пе,прч,нст,дст,мн,пр vnpdpnpp нс/пе/дст/прч/нст/мн/пр
па b Г нс,пе,прч,нст,стр,ед,мр,им vnpspnmi нс/пе/стр/прч/нст/мр/им
пб b Г нс,пе,прч,нст,стр,ед,мр,рд vnpspnmg нс/пе/стр/прч/нст/мр/рд
пв b Г нс,пе,прч,нст,стр,ед,мр,дт vnpspnmd нс/пе/стр/прч/нст/мр/дт
пг b Г нс,пе,прч,нст,стр,ед,мр,вн vnpspnmv нс/пе/стр/прч/нст/мр/вн
пд b Г нс,пе,прч,нст,стр,ед,мр,тв vnpspnmt нс/пе/стр/прч/нст/мр/тв
пе b Г нс,пе,прч,нст,стр,ед,мр,пр vnpspnmp нс/пе/стр/прч/нст/мр/пр
пж b Г нс,пе,прч,нст,стр,ед,мр,кр vnpspnms нс/пе/стр/прч/нст/мр/кр
пз b Г нс,пе,прч,нст,стр,ед,жр,им vnpspnfi нс/пе/стр/прч/нст/жр/им
пи b Г нс,пе,прч,нст,стр,ед,жр,рд vnpspnfg нс/пе/стр/прч/нст/жр/рд
пй b Г нс,пе,прч,нст,стр,ед,жр,дт vnpspnfd нс/пе/стр/прч/нст/жр/дт
пк b Г нс,пе,прч,нст,стр,ед,жр,вн vnpspnfv нс/пе/стр/прч/нст/жр/вн
пл b Г нс,пе,прч,нст,стр,ед,жр,тв vnpspnft нс/пе/стр/прч/нст/жр/тв
пм b Г нс,пе,прч,нст,стр,ед,жр,пр vnpspnfp нс/пе/стр/прч/нст/жр/пр
пн b Г нс,пе,прч,нст,стр,ед,жр,кр vnpspnfs нс/пе/стр/прч/нст/жр/кр
по b Г нс,пе,прч,нст,стр,ед,ср,им vnpspnni нс/пе/стр/прч/нст/ср/им
пп b Г нс,пе,прч,нст,стр,ед,ср,рд vnpspnng нс/пе/стр/прч/нст/ср/рд
пр b Г нс,пе,прч,нст,стр,ед,ср,дт vnpspnnd нс/пе/стр/прч/нст/ср/дт
пс b Г нс,пе,прч,нст,стр,ед,ср,вн vnpspnnv нс/пе/стр/прч/нст/ср/вн
пт b Г нс,пе,прч,нст,стр,ед,ср,тв vnpspnnt нс/пе/стр/прч/нст/ср/тв
пу b Г нс,пе,прч,нст,стр,ед,ср,пр vnpspnnp нс/пе/стр/прч/нст/ср/пр
пф b Г нс,пе,прч,нст,стр,ед,ср,кр vnpspnns нс/пе/стр/прч/нст/ср/кр
пх b Г нс,пе,прч,нст,стр,мн,им vnpspnpi нс/пе/стр/прч/нст/мн/им
пц b Г нс,пе,прч,нст,стр,мн,рд vnpspnpg нс/пе/стр/прч/нст/мн/рд
пч b Г нс,пе,прч,нст,стр,мн,дт vnpspnpd нс/пе/стр/прч/нст/мн/дт
пш b Г нс,пе,прч,нст,стр,мн,вн vnpspnpv нс/пе/стр/прч/нст/мн/вн
пщ b Г нс,пе,прч,нст,стр,мн,тв vnpspnpt нс/пе/стр/прч/нст/мн/тв
пы b Г нс,пе,прч,нст,стр,мн,пр vnpspnpp нс/пе/стр/прч/нст/мн/пр
